Transaction_ID,Company_Name,Industry_Sector,Transaction_Amount_INR,Cybersecurity_Risk_Level,Forensic_Audit_Conducted,Fraud_Detected,Fraud_Type,Anomaly_Score,Cybersecurity_Breach
48294,Company_48294,Manufacturing,3882893,High,Yes,Yes,Financial Statement Fraud,0.71,No
48295,Company_48295,Manufacturing,2802238,Medium,No,No,None,0.78,No
48296,Company_48296,Banking,4547960,Medium,Yes,No,None,0.34,No
48297,Company_48297,Banking,4785555,High,No,No,None,0.81,No
48298,Company_48298,Manufacturing,2364888,Low,No,Yes,Financial Statement Fraud,0.38,Yes
48299,Company_48299,Retail,1103625,High,No,Yes,Identity Theft,0.63,No
48300,Company_48300,Manufacturing,1006966,Medium,No,No,None,0.26,No
48301,Company_48301,Manufacturing,632642,Medium,Yes,No,None,0.34,Yes
48302,Company_48302,E-commerce,3598845,Low,No,No,None,0.21,No
48303,Company_48303,Banking,2999482,Low,No,No,None,0.7,Yes
48304,Company_48304,Banking,3012243,Medium,Yes,No,None,0.47,No
48305,Company_48305,Healthcare,1968123,Low,No,No,None,0.58,No
48306,Company_48306,Banking,1023141,High,No,No,None,0.06,No
48307,Company_48307,E-commerce,4732580,Low,No,No,None,0.12,No
48308,Company_48308,E-commerce,3253832,Medium,No,No,None,0.74,No
48309,Company_48309,Manufacturing,2974264,Medium,No,No,None,0.64,No
48310,Company_48310,E-commerce,3756751,Low,No,No,None,0.94,No
48311,Company_48311,Healthcare,4965456,High,Yes,No,None,0.75,Yes
48312,Company_48312,Manufacturing,3978783,Medium,No,No,None,0.2,No
48313,Company_48313,Retail,1472089,Low,Yes,No,None,0.52,No
48314,Company_48314,Retail,3532857,High,Yes,Yes,Corruption,0.82,No
48315,Company_48315,Banking,502394,Low,No,Yes,Corruption,0.02,Yes
48316,Company_48316,Healthcare,4821021,Low,No,No,None,0.58,No
48317,Company_48317,E-commerce,914919,Low,No,No,None,0.07,No
48318,Company_48318,IT Services,2782508,Medium,No,No,None,0.52,No
48319,Company_48319,Retail,3918844,High,Yes,No,None,0.97,Yes
48320,Company_48320,E-commerce,1181653,Low,No,No,None,0.54,No
48321,Company_48321,Retail,131963,Medium,No,No,None,0.17,No
48322,Company_48322,Retail,4948077,Low,No,No,None,0.97,No
48323,Company_48323,Retail,407842,High,No,No,None,0.64,No
48324,Company_48324,Banking,1621842,Medium,No,No,None,0.78,No
48325,Company_48325,Healthcare,4597825,Medium,No,No,None,0.28,No
48326,Company_48326,Retail,391623,High,Yes,No,None,0.65,Yes
48327,Company_48327,E-commerce,1576906,Medium,No,No,None,0.79,No
48328,Company_48328,E-commerce,687645,Medium,Yes,No,None,0.24,No
48329,Company_48329,Banking,2237528,Low,No,No,None,0.96,No
48330,Company_48330,Healthcare,4442720,Low,No,No,None,0.54,No
48331,Company_48331,Healthcare,859129,Low,No,No,None,0.51,No
48332,Company_48332,IT Services,3748113,High,No,Yes,Asset Misappropriation,0.44,No
48333,Company_48333,Manufacturing,765079,High,No,Yes,Financial Statement Fraud,0.6,No
48334,Company_48334,Retail,2321524,High,Yes,No,None,0.35,Yes
48335,Company_48335,Banking,1011971,Medium,No,No,None,0.45,No
48336,Company_48336,Healthcare,1145077,High,No,No,None,0.58,No
48337,Company_48337,IT Services,4787909,Medium,Yes,No,None,0.12,No
48338,Company_48338,Manufacturing,4978271,Low,No,No,None,0.31,No
48339,Company_48339,Healthcare,1046806,Low,No,No,None,0.13,No
48340,Company_48340,Healthcare,2378012,Low,No,Yes,Financial Statement Fraud,0.67,No
48341,Company_48341,Retail,4978384,Low,Yes,No,None,0.2,No
48342,Company_48342,Manufacturing,4899343,Low,No,No,None,0.43,No
48343,Company_48343,Manufacturing,2089610,High,Yes,No,None,0.39,No
48344,Company_48344,Banking,4433207,Low,No,No,None,0.94,No
48345,Company_48345,IT Services,2158876,Medium,No,No,None,0.33,No
48346,Company_48346,E-commerce,3702895,Low,No,No,None,0.23,Yes
48347,Company_48347,Banking,4244858,Medium,No,No,None,0.67,No
48348,Company_48348,IT Services,4636121,Medium,Yes,No,None,0.13,No
48349,Company_48349,Banking,4897895,High,Yes,No,None,0.29,No
48350,Company_48350,IT Services,3456067,Medium,No,Yes,Identity Theft,0.94,No
48351,Company_48351,E-commerce,1780986,Low,No,No,None,0.26,No
48352,Company_48352,Retail,2744574,Low,Yes,No,None,0.87,No
48353,Company_48353,IT Services,4730990,High,No,No,None,0.6,No
48354,Company_48354,E-commerce,1734988,Low,No,Yes,Corruption,0.86,No
48355,Company_48355,Banking,4501374,Low,No,No,None,0.65,No
48356,Company_48356,Manufacturing,41952,High,No,No,None,0.17,No
48357,Company_48357,Healthcare,4145327,High,No,Yes,Asset Misappropriation,0.51,No
48358,Company_48358,E-commerce,3781196,Low,No,No,None,0.65,No
48359,Company_48359,E-commerce,2934722,Medium,No,No,None,0.88,No
48360,Company_48360,E-commerce,1150683,Medium,Yes,No,None,0.59,No
48361,Company_48361,IT Services,3235197,Medium,Yes,No,None,0.11,No
48362,Company_48362,IT Services,2597365,Medium,Yes,No,None,0.36,Yes
48363,Company_48363,Manufacturing,1479100,Medium,Yes,No,None,0.3,No
48364,Company_48364,Retail,722056,Low,No,No,None,0.09,No
48365,Company_48365,Banking,3761205,Low,No,No,None,0.63,No
48366,Company_48366,Retail,2838900,Low,No,No,None,0.13,No
48367,Company_48367,IT Services,818777,Medium,No,No,None,0.55,No
48368,Company_48368,IT Services,280290,High,No,No,None,0.63,No
48369,Company_48369,E-commerce,2867901,High,No,No,None,0.33,No
48370,Company_48370,E-commerce,2942140,High,No,No,None,0.04,No
48371,Company_48371,Retail,448630,Low,Yes,No,None,0.8,Yes
48372,Company_48372,Banking,1607524,Medium,No,No,None,0.32,No
48373,Company_48373,IT Services,1807367,Medium,No,No,None,0.14,No
48374,Company_48374,IT Services,919774,Medium,Yes,No,None,0.89,No
48375,Company_48375,Retail,213112,High,No,No,None,0.5,No
48376,Company_48376,Healthcare,4337892,Low,No,No,None,0.88,No
48377,Company_48377,E-commerce,4066377,High,No,No,None,0.9,No
48378,Company_48378,Manufacturing,4359267,Low,Yes,No,None,0.66,No
48379,Company_48379,IT Services,3719462,High,No,No,None,0.44,No
48380,Company_48380,Banking,1650109,Low,Yes,No,None,0.97,No
48381,Company_48381,Healthcare,3558654,High,Yes,No,None,0.95,Yes
48382,Company_48382,Retail,433083,Medium,No,No,None,0.5,Yes
48383,Company_48383,Retail,2316948,High,Yes,No,None,0.4,No
48384,Company_48384,Banking,1420600,Medium,No,No,None,0.05,No
48385,Company_48385,E-commerce,3616356,High,Yes,No,None,0.24,No
48386,Company_48386,E-commerce,3095042,Low,No,No,None,0.17,No
48387,Company_48387,Healthcare,3903951,Medium,No,No,None,0.64,No
48388,Company_48388,Banking,2051860,Low,No,No,None,0.06,No
48389,Company_48389,IT Services,3567519,High,No,No,None,0,No
48390,Company_48390,Healthcare,2969100,High,No,No,None,0.07,No
48391,Company_48391,Manufacturing,1206709,Medium,No,No,None,0.98,No
48392,Company_48392,Manufacturing,4552923,Medium,No,No,None,0.06,No
48393,Company_48393,Banking,1085533,Low,No,Yes,Corruption,0.86,No
48394,Company_48394,Manufacturing,4367250,Medium,No,No,None,0.74,No
48395,Company_48395,Banking,4647850,Low,No,No,None,0.39,No
48396,Company_48396,IT Services,2500886,Medium,No,No,None,0.45,No
48397,Company_48397,E-commerce,3109629,Low,No,No,None,0.46,No
48398,Company_48398,IT Services,501490,High,Yes,Yes,Identity Theft,0.2,No
48399,Company_48399,Banking,3167872,Medium,No,Yes,Financial Statement Fraud,0.08,No
48400,Company_48400,IT Services,1826040,Low,No,Yes,Corruption,0.14,No
48401,Company_48401,Manufacturing,3654553,Medium,Yes,Yes,Financial Statement Fraud,0.39,No
48402,Company_48402,IT Services,4392507,Low,No,No,None,0.12,No
48403,Company_48403,Manufacturing,115182,Low,No,No,None,0.47,No
48404,Company_48404,E-commerce,4440957,Medium,No,No,None,0.34,No
48405,Company_48405,E-commerce,3230815,Medium,Yes,Yes,Asset Misappropriation,0.81,No
48406,Company_48406,Manufacturing,3743985,High,Yes,No,None,0.99,No
48407,Company_48407,Retail,3436140,Low,No,No,None,0.73,No
48408,Company_48408,IT Services,4911928,Medium,No,Yes,Identity Theft,0.51,No
48409,Company_48409,IT Services,2131050,Low,No,No,None,0.69,No
48410,Company_48410,Banking,2040594,Medium,No,No,None,1,No
48411,Company_48411,Banking,1159304,High,Yes,No,None,0.97,No
48412,Company_48412,Healthcare,227571,Medium,No,No,None,0.25,No
48413,Company_48413,Manufacturing,600282,High,No,No,None,0.42,No
48414,Company_48414,E-commerce,4651373,Low,No,No,None,0.56,No
48415,Company_48415,E-commerce,3571455,Low,No,No,None,0.48,No
48416,Company_48416,Retail,959427,High,No,No,None,0.87,No
48417,Company_48417,Manufacturing,381350,Medium,Yes,No,None,0.52,No
48418,Company_48418,IT Services,706378,Medium,No,No,None,0.33,No
48419,Company_48419,Healthcare,3101470,Medium,Yes,No,None,0.5,No
48420,Company_48420,Manufacturing,4511867,High,No,No,None,0.26,No
48421,Company_48421,Healthcare,2398235,Medium,No,No,None,0.96,No
48422,Company_48422,Manufacturing,2043130,High,No,No,None,0.43,No
48423,Company_48423,IT Services,1172345,High,Yes,Yes,Asset Misappropriation,0.94,No
48424,Company_48424,IT Services,4206937,Low,No,No,None,0.66,No
48425,Company_48425,Manufacturing,1633463,Low,Yes,Yes,Financial Statement Fraud,0.4,No
48426,Company_48426,E-commerce,3544599,Low,No,Yes,Identity Theft,0.02,No
48427,Company_48427,E-commerce,4473901,Low,Yes,No,None,0.11,Yes
48428,Company_48428,Retail,4539093,Low,No,No,None,0.54,No
48429,Company_48429,IT Services,1979030,Low,No,No,None,0.39,No
48430,Company_48430,Banking,2354036,Low,Yes,Yes,Financial Statement Fraud,0.59,Yes
48431,Company_48431,Retail,2786799,High,No,No,None,0.86,No
48432,Company_48432,Manufacturing,4004799,High,No,Yes,Asset Misappropriation,0.94,No
48433,Company_48433,Retail,2424891,High,Yes,No,None,0.48,No
48434,Company_48434,Banking,2323264,Medium,No,No,None,0.54,No
48435,Company_48435,IT Services,1895916,Low,Yes,No,None,0.98,No
48436,Company_48436,IT Services,1300139,Medium,No,No,None,0.98,No
48437,Company_48437,E-commerce,3119809,Low,No,No,None,0.16,No
48438,Company_48438,IT Services,4781066,Medium,Yes,No,None,0.56,No
48439,Company_48439,E-commerce,3632630,High,No,Yes,Asset Misappropriation,0.53,No
48440,Company_48440,Banking,4011610,High,No,No,None,0.96,No
48441,Company_48441,Retail,3033949,Medium,Yes,No,None,0.61,No
48442,Company_48442,Manufacturing,421938,High,No,No,None,0.49,No
48443,Company_48443,Manufacturing,2959759,Medium,No,Yes,Asset Misappropriation,0.69,No
48444,Company_48444,Retail,2191147,Low,No,No,None,0.36,No
48445,Company_48445,IT Services,4391804,High,No,No,None,0.7,No
48446,Company_48446,E-commerce,745770,High,Yes,Yes,Financial Statement Fraud,0.38,No
48447,Company_48447,Manufacturing,1197160,Low,No,No,None,0.65,No
48448,Company_48448,IT Services,2974201,Low,No,Yes,Identity Theft,0.56,No
48449,Company_48449,Healthcare,2072301,High,No,No,None,0.85,No
48450,Company_48450,Healthcare,4387578,High,Yes,Yes,Asset Misappropriation,0.06,No
48451,Company_48451,Manufacturing,1806470,Low,No,No,None,0.16,No
48452,Company_48452,Retail,75543,High,Yes,No,None,0.83,Yes
48453,Company_48453,Retail,3841391,High,No,No,None,0,No
48454,Company_48454,Retail,1226574,High,No,Yes,Asset Misappropriation,0.88,Yes
48455,Company_48455,IT Services,3615678,High,No,No,None,0.66,No
48456,Company_48456,Healthcare,2324139,Medium,Yes,Yes,Corruption,0.27,No
48457,Company_48457,IT Services,324762,Medium,No,Yes,Financial Statement Fraud,0.65,No
48458,Company_48458,Banking,3166577,Medium,No,No,None,0.22,No
48459,Company_48459,Banking,2692174,Medium,No,No,None,0.45,No
48460,Company_48460,Manufacturing,419989,Medium,No,No,None,0.04,No
48461,Company_48461,Banking,3891342,High,No,Yes,Asset Misappropriation,0.86,No
48462,Company_48462,Retail,1506466,Low,No,No,None,0.57,No
48463,Company_48463,Manufacturing,2321828,Medium,Yes,Yes,Identity Theft,0.35,No
48464,Company_48464,Healthcare,4634469,Low,No,Yes,Financial Statement Fraud,0.82,No
48465,Company_48465,E-commerce,3383864,Low,No,Yes,Financial Statement Fraud,0.71,No
48466,Company_48466,Healthcare,1192638,Low,No,No,None,0.27,No
48467,Company_48467,Banking,1356057,Medium,Yes,No,None,0.15,No
48468,Company_48468,Banking,1908552,High,No,No,None,0.51,No
48469,Company_48469,Healthcare,4915612,High,No,No,None,0.05,No
48470,Company_48470,Banking,2917703,High,No,No,None,0.44,No
48471,Company_48471,Banking,858501,Medium,Yes,No,None,0.6,No
48472,Company_48472,IT Services,2404447,Low,Yes,No,None,0.32,No
48473,Company_48473,E-commerce,2500660,Medium,No,Yes,Asset Misappropriation,0.64,No
48474,Company_48474,E-commerce,2570781,Medium,No,No,None,0.35,No
48475,Company_48475,Healthcare,2278669,Low,Yes,No,None,0.61,No
48476,Company_48476,Healthcare,1978582,Low,No,No,None,0.65,No
48477,Company_48477,Banking,3586786,Low,Yes,No,None,0.49,No
48478,Company_48478,Retail,3463993,Low,No,Yes,Financial Statement Fraud,0.65,Yes
48479,Company_48479,IT Services,2042105,Low,No,No,None,0.6,No
48480,Company_48480,Retail,4422217,Medium,Yes,No,None,0.67,No
48481,Company_48481,Banking,1752324,Low,No,No,None,0.18,No
48482,Company_48482,Healthcare,2136600,High,No,No,None,0.37,No
48483,Company_48483,Retail,2802068,High,Yes,No,None,0.06,No
48484,Company_48484,E-commerce,4238459,Low,Yes,Yes,Financial Statement Fraud,0.14,No
48485,Company_48485,Manufacturing,4781446,Low,No,No,None,0.15,No
48486,Company_48486,Retail,3926260,Low,No,No,None,0.28,No
48487,Company_48487,Healthcare,2614452,High,No,No,None,0.26,Yes
48488,Company_48488,E-commerce,1388832,High,No,No,None,0.03,No
48489,Company_48489,Banking,2833283,Medium,No,No,None,0.13,No
48490,Company_48490,Retail,857832,Medium,No,No,None,0.42,No
48491,Company_48491,Banking,2095830,High,No,No,None,0.1,No
48492,Company_48492,IT Services,1132454,High,Yes,Yes,Financial Statement Fraud,0.2,Yes
48493,Company_48493,Manufacturing,4090830,Low,No,Yes,Identity Theft,0.98,No
48494,Company_48494,Healthcare,3522385,Medium,No,No,None,0.97,No
48495,Company_48495,Healthcare,3174098,High,Yes,Yes,Identity Theft,0.34,No
48496,Company_48496,Banking,3915679,Low,No,No,None,0.25,No
48497,Company_48497,Manufacturing,2989640,High,No,No,None,0.36,No
48498,Company_48498,E-commerce,2983063,Low,No,No,None,0.89,No
48499,Company_48499,Healthcare,3214204,High,Yes,No,None,0.03,No
48500,Company_48500,Retail,4447540,Medium,Yes,Yes,Corruption,0.98,No
48501,Company_48501,Healthcare,4053432,High,Yes,No,None,0.69,Yes
48502,Company_48502,Retail,254150,High,No,No,None,0.33,No
48503,Company_48503,Healthcare,435255,High,Yes,No,None,0.12,No
48504,Company_48504,Retail,4676984,Low,No,No,None,0.72,No
48505,Company_48505,IT Services,926481,High,No,No,None,0.81,No
48506,Company_48506,Banking,2275776,High,Yes,No,None,0.14,No
48507,Company_48507,E-commerce,167335,High,Yes,Yes,Asset Misappropriation,0.1,No
48508,Company_48508,E-commerce,2068574,Medium,No,Yes,Corruption,0.71,No
48509,Company_48509,IT Services,4330651,Medium,No,Yes,Financial Statement Fraud,0.19,No
48510,Company_48510,E-commerce,4063503,High,Yes,No,None,0.65,No
48511,Company_48511,Retail,3763495,Medium,No,No,None,0.07,No
48512,Company_48512,E-commerce,2102605,Medium,No,No,None,0.99,No
48513,Company_48513,Banking,781935,High,Yes,No,None,0.82,No
48514,Company_48514,Manufacturing,3858387,Low,No,No,None,0.34,No
48515,Company_48515,Retail,3888688,High,Yes,No,None,0.9,No
48516,Company_48516,E-commerce,1665019,Low,No,No,None,0.23,No
48517,Company_48517,Healthcare,2653227,Low,No,Yes,Identity Theft,0.17,Yes
48518,Company_48518,Healthcare,1875274,High,No,No,None,0.5,No
48519,Company_48519,Manufacturing,4570915,Medium,No,No,None,0.33,No
48520,Company_48520,IT Services,3968285,Low,No,No,None,0.03,No
48521,Company_48521,Retail,2712999,Low,No,No,None,0.15,No
48522,Company_48522,Healthcare,4882194,High,Yes,No,None,0.27,Yes
48523,Company_48523,Banking,909959,Low,Yes,No,None,0.45,No
48524,Company_48524,Manufacturing,1926625,Medium,Yes,Yes,Identity Theft,0.39,No
48525,Company_48525,IT Services,3187824,High,Yes,No,None,0.9,No
48526,Company_48526,IT Services,300805,Low,Yes,No,None,0.01,No
48527,Company_48527,Banking,3296024,Medium,Yes,No,None,0.26,No
48528,Company_48528,E-commerce,1375175,High,No,No,None,0.85,No
48529,Company_48529,Banking,2452364,Medium,Yes,No,None,0.75,No
48530,Company_48530,E-commerce,3213901,High,No,No,None,0.03,No
48531,Company_48531,Manufacturing,633789,Medium,Yes,No,None,0.61,No
48532,Company_48532,Banking,126561,Low,Yes,No,None,0.66,No
48533,Company_48533,Healthcare,1550711,Low,No,No,None,0.44,No
48534,Company_48534,IT Services,1282968,Low,No,No,None,0.68,No
48535,Company_48535,E-commerce,4589157,Low,No,Yes,Asset Misappropriation,0.97,No
48536,Company_48536,Banking,70055,High,No,No,None,0.7,No
48537,Company_48537,Retail,3094176,High,No,No,None,0.05,Yes
48538,Company_48538,Banking,3925902,Low,No,No,None,0.71,No
48539,Company_48539,E-commerce,1855731,Low,No,No,None,0.29,No
48540,Company_48540,IT Services,3326007,Medium,Yes,No,None,0.91,No
48541,Company_48541,Healthcare,2920388,Medium,Yes,Yes,Financial Statement Fraud,0.08,No
48542,Company_48542,Banking,2951104,Medium,Yes,Yes,Financial Statement Fraud,0.36,No
48543,Company_48543,Healthcare,2608346,Low,No,No,None,0.04,No
48544,Company_48544,Retail,1982132,Medium,No,No,None,0.7,No
48545,Company_48545,E-commerce,4607355,High,No,No,None,0.34,No
48546,Company_48546,IT Services,219145,Medium,No,No,None,0.95,No
48547,Company_48547,Manufacturing,126002,Medium,Yes,Yes,Financial Statement Fraud,0.85,No
48548,Company_48548,IT Services,3064899,Low,No,No,None,0.85,No
48549,Company_48549,E-commerce,1772922,High,No,No,None,0.66,No
48550,Company_48550,Manufacturing,369849,Medium,No,No,None,0.75,Yes
48551,Company_48551,Manufacturing,3545347,Low,No,No,None,0.22,Yes
48552,Company_48552,IT Services,4584351,Medium,No,Yes,Corruption,0.21,No
48553,Company_48553,E-commerce,4072080,Low,No,No,None,0.96,No
48554,Company_48554,Manufacturing,3819200,Medium,Yes,No,None,0.24,No
48555,Company_48555,E-commerce,3088827,Medium,No,No,None,0.99,No
48556,Company_48556,Healthcare,3767470,High,No,Yes,Corruption,0.66,No
48557,Company_48557,Retail,4541443,Low,No,Yes,Corruption,0.22,No
48558,Company_48558,Banking,4497664,Low,No,No,None,0.99,Yes
48559,Company_48559,E-commerce,2043295,Medium,No,No,None,0.61,Yes
48560,Company_48560,E-commerce,1907489,High,No,No,None,0.68,No
48561,Company_48561,Manufacturing,1115331,Low,No,No,None,0.51,No
48562,Company_48562,E-commerce,4267869,Medium,Yes,No,None,0.39,No
48563,Company_48563,E-commerce,571341,High,No,No,None,0.56,No
48564,Company_48564,Manufacturing,3950644,High,No,No,None,0.48,No
48565,Company_48565,IT Services,1135694,High,No,Yes,Identity Theft,0.83,No
48566,Company_48566,E-commerce,3192367,Medium,Yes,No,None,0.68,No
48567,Company_48567,Healthcare,1702711,Medium,No,No,None,0.99,No
48568,Company_48568,Banking,1758647,Low,No,No,None,0.48,No
48569,Company_48569,E-commerce,3668827,Low,No,No,None,0.18,No
48570,Company_48570,Manufacturing,2935230,Medium,No,Yes,Asset Misappropriation,1,No
48571,Company_48571,Healthcare,3707249,Medium,No,No,None,0.68,Yes
48572,Company_48572,Banking,4305133,High,No,No,None,0.44,No
48573,Company_48573,IT Services,1947962,Medium,No,No,None,0.49,No
48574,Company_48574,E-commerce,761869,Low,Yes,No,None,0.25,No
48575,Company_48575,Manufacturing,3220034,Low,No,No,None,0,No
48576,Company_48576,IT Services,1152568,Low,No,No,None,0.7,No
48577,Company_48577,E-commerce,3791877,Medium,Yes,Yes,Identity Theft,0.66,No
48578,Company_48578,IT Services,740442,Low,No,No,None,0.58,No
48579,Company_48579,Manufacturing,77952,Low,No,No,None,0.38,No
48580,Company_48580,Healthcare,1711514,Low,No,No,None,0.86,No
48581,Company_48581,Healthcare,2327436,Low,No,No,None,0.68,No
48582,Company_48582,IT Services,4446375,Low,No,No,None,0.5,No
48583,Company_48583,IT Services,4947152,High,Yes,No,None,0.28,No
48584,Company_48584,E-commerce,3080351,Low,No,No,None,0.05,No
48585,Company_48585,Retail,913922,High,No,Yes,Corruption,0.18,No
48586,Company_48586,Banking,429546,Low,No,No,None,0.94,No
48587,Company_48587,E-commerce,2849603,High,Yes,Yes,Asset Misappropriation,0.04,No
48588,Company_48588,IT Services,1277662,Medium,No,No,None,0.28,No
48589,Company_48589,IT Services,4266313,Medium,No,No,None,0.33,No
48590,Company_48590,Banking,4067563,Low,Yes,Yes,Financial Statement Fraud,0.66,No
48591,Company_48591,Manufacturing,1826050,Medium,No,No,None,0.81,No
48592,Company_48592,Healthcare,1846075,Low,No,Yes,Financial Statement Fraud,0.61,No
48593,Company_48593,Manufacturing,489445,High,No,No,None,0.28,No
48594,Company_48594,Banking,2276145,High,Yes,No,None,0.91,No
48595,Company_48595,Banking,1597429,High,No,No,None,0.36,No
48596,Company_48596,Retail,3587536,High,No,No,None,0.11,No
48597,Company_48597,E-commerce,1536705,High,No,No,None,0.97,No
48598,Company_48598,E-commerce,145906,Low,No,No,None,0.16,No
48599,Company_48599,E-commerce,3419067,Low,No,No,None,0.12,No
48600,Company_48600,E-commerce,3705520,Low,Yes,No,None,0.6,No
48601,Company_48601,Retail,3043757,Low,Yes,Yes,Corruption,0.18,No
48602,Company_48602,Healthcare,4865987,Low,No,No,None,0.43,No
48603,Company_48603,E-commerce,4085351,Low,No,No,None,0.95,No
48604,Company_48604,IT Services,3244261,High,No,Yes,Asset Misappropriation,0.04,No
48605,Company_48605,Banking,4639131,High,No,No,None,0.03,No
48606,Company_48606,Retail,1187363,Medium,No,No,None,0.14,No
48607,Company_48607,Manufacturing,2832162,High,Yes,No,None,0.67,Yes
48608,Company_48608,E-commerce,1553276,Low,No,Yes,Corruption,0.83,No
48609,Company_48609,Retail,1086678,Low,Yes,No,None,0.77,No
48610,Company_48610,Manufacturing,2156610,Medium,No,No,None,0.39,No
48611,Company_48611,Retail,2506226,High,No,No,None,0.29,No
48612,Company_48612,Manufacturing,2216571,Low,No,No,None,0.16,No
48613,Company_48613,Retail,1752952,High,No,No,None,0.59,Yes
48614,Company_48614,Retail,1888841,Medium,No,No,None,1,No
48615,Company_48615,E-commerce,1395738,Low,Yes,No,None,0.59,No
48616,Company_48616,Healthcare,3449511,High,Yes,No,None,0.39,Yes
48617,Company_48617,IT Services,354078,High,No,No,None,0.48,No
48618,Company_48618,Banking,3373687,Low,Yes,No,None,0.37,No
48619,Company_48619,IT Services,1255604,High,No,No,None,0.9,No
48620,Company_48620,Healthcare,2811721,High,No,No,None,0.13,No
48621,Company_48621,E-commerce,3744541,High,No,No,None,0.85,No
48622,Company_48622,Manufacturing,1267169,High,No,No,None,0.09,No
48623,Company_48623,IT Services,621524,Low,Yes,No,None,0.44,No
48624,Company_48624,Banking,4395463,Low,No,No,None,0.94,No
48625,Company_48625,E-commerce,705012,Medium,Yes,No,None,0.65,No
48626,Company_48626,Banking,3941959,Low,Yes,No,None,0.26,No
48627,Company_48627,Manufacturing,149856,Low,No,No,None,0.08,No
48628,Company_48628,Banking,1736250,Low,Yes,No,None,0.2,Yes
48629,Company_48629,Healthcare,1470739,Medium,Yes,No,None,0.46,No
48630,Company_48630,IT Services,418988,Medium,No,No,None,0.83,Yes
48631,Company_48631,Banking,4919055,Low,No,No,None,0.01,No
48632,Company_48632,IT Services,3431493,High,No,No,None,0.4,No
48633,Company_48633,Retail,4884258,Medium,Yes,No,None,0.88,No
48634,Company_48634,IT Services,3638553,Low,Yes,No,None,0.54,No
48635,Company_48635,Manufacturing,109174,Medium,Yes,Yes,Identity Theft,0.94,No
48636,Company_48636,Healthcare,784291,Medium,No,No,None,0.91,No
48637,Company_48637,E-commerce,597115,Low,No,No,None,0.49,No
48638,Company_48638,Banking,3366277,Medium,No,Yes,Identity Theft,0.85,No
48639,Company_48639,E-commerce,3402890,Medium,No,No,None,0.05,No
48640,Company_48640,Healthcare,829770,Medium,No,No,None,0.16,No
48641,Company_48641,IT Services,1507354,High,No,No,None,0.18,No
48642,Company_48642,Banking,1997473,Low,Yes,No,None,0.01,No
48643,Company_48643,Healthcare,4131302,Low,No,No,None,0.52,No
48644,Company_48644,Manufacturing,308979,High,Yes,No,None,0.17,Yes
48645,Company_48645,Retail,776743,High,No,No,None,0.49,No
48646,Company_48646,Retail,3121657,High,No,No,None,0.09,No
48647,Company_48647,Manufacturing,2913650,Low,No,No,None,0.31,No
48648,Company_48648,E-commerce,4496969,Medium,Yes,No,None,0.46,No
48649,Company_48649,Retail,2358154,Medium,No,Yes,Financial Statement Fraud,0.79,No
48650,Company_48650,Manufacturing,3152435,Medium,No,No,None,0.39,No
48651,Company_48651,IT Services,3713843,High,No,Yes,Financial Statement Fraud,0.49,No
48652,Company_48652,E-commerce,1096605,Low,No,No,None,0.99,No
48653,Company_48653,E-commerce,2955258,High,No,No,None,0.35,No
48654,Company_48654,Manufacturing,2885233,Low,Yes,Yes,Financial Statement Fraud,0.78,No
48655,Company_48655,Retail,1612463,High,Yes,No,None,0.41,No
48656,Company_48656,IT Services,3617276,Medium,Yes,No,None,0.99,No
48657,Company_48657,E-commerce,1985147,Low,No,No,None,0.72,No
48658,Company_48658,Manufacturing,4072108,Low,No,No,None,0.38,No
48659,Company_48659,Manufacturing,3539921,Low,Yes,No,None,0.73,No
48660,Company_48660,E-commerce,1285096,Low,No,No,None,0.5,No
48661,Company_48661,E-commerce,4370528,Medium,No,Yes,Identity Theft,0.73,No
48662,Company_48662,IT Services,3335250,Medium,No,No,None,0.32,Yes
48663,Company_48663,E-commerce,585822,High,No,No,None,0.84,No
48664,Company_48664,Banking,81341,High,Yes,No,None,0.9,No
48665,Company_48665,Retail,2007891,Medium,No,No,None,0.2,No
48666,Company_48666,E-commerce,2138098,Low,No,Yes,Asset Misappropriation,0.44,No
48667,Company_48667,Banking,4513629,Medium,No,No,None,0.78,No
48668,Company_48668,IT Services,4998605,High,Yes,No,None,0.21,No
48669,Company_48669,IT Services,2255793,High,Yes,No,None,0.98,No
48670,Company_48670,Healthcare,2137179,Medium,No,No,None,0.82,Yes
48671,Company_48671,Healthcare,3159592,Medium,No,Yes,Financial Statement Fraud,0.24,Yes
48672,Company_48672,IT Services,247502,High,No,Yes,Asset Misappropriation,0.67,No
48673,Company_48673,Healthcare,3389499,Low,No,No,None,0.52,No
48674,Company_48674,Manufacturing,2229829,Medium,Yes,No,None,0.83,No
48675,Company_48675,Banking,3093028,Medium,Yes,No,None,0.04,No
48676,Company_48676,IT Services,1024159,Medium,No,Yes,Corruption,0.97,No
48677,Company_48677,Manufacturing,3601990,High,No,No,None,0.2,No
48678,Company_48678,Retail,4195726,Medium,No,No,None,0.44,No
48679,Company_48679,Retail,30289,High,Yes,No,None,0.18,No
48680,Company_48680,Healthcare,1723289,High,Yes,Yes,Identity Theft,0.25,No
48681,Company_48681,Healthcare,697811,High,No,No,None,0.57,No
48682,Company_48682,Manufacturing,4423886,High,Yes,No,None,0.36,No
48683,Company_48683,Retail,3113994,Low,No,No,None,0.25,No
